N,P,K,temperature,humidity,ph,rainfall,label,land_type
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,plain
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize,Hilly
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,plain
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans,plain
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple,Hilly
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea,Hilly
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,plain
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon,Hilly
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,Hilly
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,Hilly
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya,plain
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon,plain
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,Hilly
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate,Hilly
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut,plain
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,coconut,Hilly
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes,plain
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,plain
60,57,24,18.66116213,61.55327249,6.121294041,75.03247667,maize,Hilly
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize,plain
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,mothbeans,Hilly
111,5,50,27.59350075,91.79742953,6.399891457,24.84266123,muskmelon,Hilly
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango,plain
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean,plain
25,121,201,30.50734778,82.71775569,5.594240603,70.08200379,grapes,plain
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,Hilly
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,plain
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,plain
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,blackgram,Hilly
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango,Hilly
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas,plain
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon,Hilly
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,Hilly
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,plain
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,Hilly
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice,Hilly
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute,Hilly
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,plain
107,42,24,22.04612876,84.62978302,6.144631795,86.00758678,cotton,Hilly
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango,Hilly
34,66,17,18.81097271,21.27833035,5.889614577,125.084915,kidneybeans,plain
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,plain
98,22,47,29.07265321,91.91533173,6.341400922,28.83568362,muskmelon,Hilly
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,Hilly
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,Hilly
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon,plain
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,plain
60,36,43,23.43121862,83.06310136,5.286203711,219.9048349,rice,Hilly
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil,Hilly
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,Hilly
42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram,plain
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate,plain
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton,Hilly
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon,Hilly
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,Hilly
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute,plain
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut,plain
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,plain
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,plain
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,Hilly
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice,Hilly
40,136,202,22.85267372,94.5764581,5.935336308,117.5314026,apple,Hilly
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton,plain
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,plain
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut,Hilly
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple,plain
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya,Hilly
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana,Hilly
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,Hilly
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya,plain
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,Hilly
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,Hilly
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,apple,Hilly
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut,Hilly
10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate,Hilly
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean,plain
12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate,Hilly
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee,plain
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil,plain
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,Hilly
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,plain
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil,plain
108,46,17,24.3017998,84.87668973,6.93221485,65.0247867,cotton,Hilly
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,Hilly
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,plain
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut,Hilly
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,plain
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,plain
111,5,55,26.283443,84.42478917,6.520663422,50.78669728,watermelon,Hilly
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,Hilly
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,plain
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,plain
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate,Hilly
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango,plain
29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram,Hilly
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,plain
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute,plain
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,plain
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon,plain
120,23,55,27.84492803,91.60666594,6.732049075,26.47844429,muskmelon,Hilly
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,plain
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas,plain
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya,Hilly
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,lentil,Hilly
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,plain
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon,Hilly
114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,Hilly
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango,Hilly
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon,Hilly
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee,plain
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango,plain
40,144,196,22.71750705,92.25479855,5.987262638,107.0289866,apple,Hilly
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas,plain
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple,Hilly
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,Hilly
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans,Hilly
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon,plain
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,plain
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,plain
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya,Hilly
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,jute,plain
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya,Hilly
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice,Hilly
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil,Hilly
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,Hilly
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee,plain
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,lentil,Hilly
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,plain
38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,plain
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,Hilly
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,Hilly
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize,Hilly
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango,plain
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,plain
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,plain
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,Hilly
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,plain
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,Hilly
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton,plain
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango,plain
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans,Hilly
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple,plain
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton,Hilly
120,20,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon,plain
100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,Hilly
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya,plain
6,140,205,17.66558428,82.92903419,6.313085601,69.8671263,grapes,Hilly
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans,Hilly
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans,plain
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon,plain
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram,plain
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,plain
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans,plain
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate,Hilly
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya,plain
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee,plain
97,12,47,25.28784623,89.63667876,6.765094964,58.28697664,watermelon,Hilly
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,plain
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes,Hilly
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon,Hilly
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,Hilly
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans,plain
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,Hilly
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,Hilly
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,plain
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple,plain
101,87,54,29.07311132,76.50045221,6.376756633,100.1692639,banana,plain
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,plain
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,plain
110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,plain
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea,Hilly
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,plain
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,Hilly
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,Hilly
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,Hilly
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,plain
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango,Hilly
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange,plain
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,plain
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango,Hilly
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate,Hilly
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange,plain
13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange,Hilly
102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon,Hilly
120,8,46,29.55657523,90.70937262,6.732834334,28.36535596,muskmelon,plain
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute,plain
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,Hilly
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,kidneybeans,Hilly
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize,plain
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,plain
2,123,205,22.36629253,90.78572467,5.739652177,124.9831618,apple,plain
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,Hilly
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,plain
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute,plain
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute,Hilly
95,14,50,26.6333118,84.31756844,6.560443519,56.31866159,watermelon,plain
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans,plain
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,chickpea,Hilly
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,jute,plain
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,blackgram,Hilly
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon,Hilly
118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon,Hilly
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,plain
0,18,14,29.77149434,92.00719952,7.207991261,114.4161786,orange,plain
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,plain
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon,Hilly
93,94,53,25.86632408,84.42379269,6.079178788,114.5357503,banana,Hilly
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,Hilly
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,plain
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton,plain
22,138,195,27.83487131,83.51444973,6.208196881,73.02882766,grapes,Hilly
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas,Hilly
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango,Hilly
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate,plain
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,plain
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,chickpea,Hilly
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango,Hilly
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,pigeonpeas,Hilly
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil,Hilly
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,plain
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,Hilly
82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,jute,Hilly
7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate,plain
29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate,plain
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas,Hilly
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange,plain
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,Hilly
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,Hilly
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,plain
6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate,plain
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,kidneybeans,plain
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,plain
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,Hilly
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans,Hilly
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,plain
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,plain
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut,plain
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,blackgram,plain
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon,Hilly
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil,Hilly
8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange,Hilly
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize,Hilly
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee,plain
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut,Hilly
85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon,Hilly
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya,Hilly
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,chickpea,Hilly
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,plain
107,51,22,24.86560781,78.22080815,5.983075895,79.56866268,cotton,plain
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,Hilly
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil,Hilly
71,54,16,22.61359953,63.69070564,5.749914421,87.75953857,maize,plain
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean,Hilly
95,16,46,27.0767265,90.14362622,6.74669542,24.4514648,muskmelon,Hilly
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,Hilly
25,143,200,23.80436344,92.80441624,6.024248787,100.6192543,apple,plain
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,plain
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,Hilly
44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,plain
117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Hilly
32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate,plain
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,Hilly
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee,Hilly
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate,plain
117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,Hilly
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya,plain
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut,plain
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,pigeonpeas,plain
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut,plain
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram,Hilly
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange,Hilly
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,Hilly
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute,plain
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee,plain
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,Hilly
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,Hilly
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya,Hilly
27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange,Hilly
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram,Hilly
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya,Hilly
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,plain
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,plain
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,Hilly
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,apple,plain
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes,plain
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange,plain
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee,plain
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize,Hilly
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram,plain
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,Hilly
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil,Hilly
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,Hilly
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya,plain
31,137,196,22.14464104,93.82567435,6.400321212,120.6310784,apple,Hilly
25,143,198,22.81212536,91.51861705,6.027314401,107.855225,apple,plain
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,Hilly
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean,plain
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,plain
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon,plain
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange,plain
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,Hilly
118,88,51,25.44926208,79.49221962,6.201911642,100.6619171,banana,Hilly
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,coconut,Hilly
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,lentil,plain
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans,plain
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,Hilly
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,Hilly
29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,plain
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,plain
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,Hilly
29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,Hilly
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute,plain
4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange,plain
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,Hilly
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya,Hilly
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil,Hilly
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate,Hilly
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango,Hilly
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,coconut,Hilly
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,chickpea,Hilly
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana,plain
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,apple,Hilly
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas,plain
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,plain
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,Hilly
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,blackgram,Hilly
66,44,20,19.0781471,69.02298571,6.740000688,80.72515943,maize,Hilly
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,plain
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee,Hilly
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,plain
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,Hilly
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange,Hilly
26,122,202,22.44516988,94.73763514,5.617227184,107.1843273,apple,Hilly
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton,Hilly
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut,Hilly
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon,Hilly
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,plain
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon,plain
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya,Hilly
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,plain
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon,plain
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee,plain
101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,Hilly
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,plain
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes,Hilly
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana,Hilly
77,38,36,21.8652524,80.1923008,5.953933276,224.5550169,rice,Hilly
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute,plain
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee,Hilly
8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate,Hilly
6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate,Hilly
84,21,55,28.47090661,94.79453182,6.494251024,21.08484101,muskmelon,Hilly
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,Hilly
28,123,202,22.76643029,92.12438519,6.442289294,120.4359949,apple,Hilly
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya,plain
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,pigeonpeas,plain
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,Hilly
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,plain
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,plain
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute,Hilly
35,145,195,22.03911546,94.58075845,6.231950009,110.9804014,apple,Hilly
37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate,plain
